system:index,POINT_ID,VH_20250101,VH_20250111,VH_20250121,VH_20250131,VH_20250210,VH_20250220,VH_20250302,VH_20250312,VH_20250322,VH_20250401,VH_20250411,VH_20250421,VH_20250501,VH_20250511,VH_20250521,VH_20250531,VH_20250610,VH_20250620,VH_20250630,VH_20250710,VH_20250720,VV_20250101,VV_20250111,VV_20250121,VV_20250131,VV_20250210,VV_20250220,VV_20250302,VV_20250312,VV_20250322,VV_20250401,VV_20250411,VV_20250421,VV_20250501,VV_20250511,VV_20250521,VV_20250531,VV_20250610,VV_20250620,VV_20250630,VV_20250710,VV_20250720,crop,.geo
57,60,,,,,,,,,-26.479253562864898,-23.760271309618226,-20.360283249993234,-22.013491589685163,-27.308633359133875,-25.97916097148662,-23.338085480222958,-16.669744844761702,,-16.087135663944004,-17.100918986727482,-21.41886617406945,-15.189274896443399,,,,,,,,,-17.499083435342968,-12.831500402408363,-10.017576925160997,-14.58300962100258,-13.716186744510502,-14.858075683278962,-12.933081594196858,-10.038676849370558,,-10.445352765699774,-12.855645706483942,-16.091350959738296,-12.206085093306053,пшеница,"{""type"":""Polygon"",""coordinates"":[[[72.181458,50.74222797731903],[72.18137856061837,50.74222081419475],[72.1813054446797,50.742199895012874],[72.18124447225954,50.742166884957136],[72.18120049677354,50.74212441165016],[72.18117701864206,50.74207585598778],[72.18117590666553,50.74202508301328],[72.18119724928631,50.741976134256056],[72.1812393475709,50.74193290602566],[72.18129885046389,50.74189883926918],[72.18137102154212,50.74187664567809],[72.18145011603161,50.741868091844566],[72.18152983807792,50.741873858646315],[72.18160384187536,50.74189348705097],[72.18166623677136,50.74192541465355],[72.18171205614712,50.74196710003885],[72.18173765275559,50.742015225071235],[72.18174098905021,50.742065959011725],[72.1817217993912,50.74211526344051],[72.18168161121258,50.74215921371465],[72.18162362345797,50.74219431137283],[72.18155245195581,50.74221776261903],[72.18147376199835,50.74222770071565],[72.181458,50.74222797731903]]]}"
58,61,,,,,,,,,-24.70753870508294,-22.487300303154505,-21.80043561584021,-19.081895816419145,-24.745280085909155,-25.192911422402897,-24.4273064165598,-17.383361089561056,,-17.03547396796254,-16.293168824728692,-18.625560058453342,-17.43432204316535,,,,,,,,,-12.726366131609502,-14.440478910754077,-11.539345390440394,-15.733392929882973,-13.769175127521235,-14.022311026727136,-12.137552524046987,-9.325887982428947,,-10.713006937973594,-14.315311554551817,-14.830836700901889,-12.38127782226062,лен,"{""type"":""Polygon"",""coordinates"":[[[72.171133,50.73710097731904],[72.17105356931505,50.73709381419476],[72.17098046138074,50.73707289501289],[72.17091949563553,50.73703988495718],[72.17087552496372,50.73699741165022],[72.17085204940246,50.73694885598785],[72.17085093754758,50.73689808301335],[72.17087227783186,50.73684913425612],[72.17091437150772,50.73680590602571],[72.17097386788666,50.73677183926922],[72.171046031064,50.7367496456781],[72.1711251168947,50.73674109184457],[72.17120483021353,50.73674685864632],[72.17127882590945,50.736766487051],[72.1713412139748,50.7367984146536],[72.17138702833445,50.736840100038904],[72.1714126221407,50.7368882250713],[72.17141595807004,50.736938959011795],[72.17139677051178,50.73698826344057],[72.1713565867327,50.73703221371469],[72.17129860532629,50.737067311372854],[72.17122744161563,50.73709076261904],[72.1711487602728,50.73710070071567],[72.171133,50.73710097731904]]]}"
59,62,,,,,,,,,-24.35204773193165,-23.779272971012237,-21.06485717187969,-22.320473399951307,-33.95233241164333,-23.365598863834965,-25.228891625011766,-18.287974377044392,,-17.706765760334857,-19.049961275715148,-19.464169477482596,-17.46738166793836,,,,,,,,,-15.86442367445461,-14.4921273239892,-12.041277736020415,-14.911793421212433,-15.651496393026882,-14.332664646976577,-13.033067541823785,-13.382511481011422,,-12.2035272256743,-14.299743017894949,-16.13368991086428,-13.595466514666688,пшеница,"{""type"":""Polygon"",""coordinates"":[[[72.151513,50.723959977319026],[72.15143359159383,50.72395281419477],[72.15136050416486,50.72393189501294],[72.1512995555193,50.72389888495726],[72.1512555971803,50.72385641165035],[72.15123212820332,50.723807855988],[72.15123101666016,50.7237570830135],[72.15125235095881,50.72370813425624],[72.1512944328282,50.723664906025796],[72.15135391251965,50.723630839269255],[72.15142605545682,50.72360864567811],[72.15150511910572,50.72360009184457],[72.15158481006675,50.723605858646316],[72.15165878500852,50.72362548705104],[72.15172115557536,50.72365741465368],[72.151766957085,50.72369910003903],[72.15179254371259,50.72374722507145],[72.15179587870612,50.723797959011954],[72.15177669652944,50.7238472634407],[72.15173652402102,50.723891213714786],[72.15167855887718,50.7239263113729],[72.15160741512656,50.72394976261906],[72.15152875585234,50.723959700715646],[72.151513,50.723959977319026]]]}"
60,63,,,,,,,,,-27.206912780251766,-22.72638627236095,-20.789003310357188,-22.881319662463984,-33.55429136769781,-27.504918613170464,-24.20203356602584,-16.690737533073126,,-19.289594589196753,-18.339454415752478,-22.134894000594077,-15.429223063852346,,,,,,,,,-14.451183947558784,-13.340275433914217,-12.043983509666042,-14.292904054161927,-16.99417520041749,-17.072037881008022,-14.363813718605305,-10.512731825611173,,-13.83926637873593,-15.667753177045082,-16.8056275110281,-12.958702955957838,пшеница,"{""type"":""Polygon"",""coordinates"":[[[72.136949,50.738526977319026],[72.13686956689645,50.73851981419475],[72.13679645673606,50.73849889501288],[72.13673548913452,50.73846588495716],[72.13669151712385,50.7384234116502],[72.1366680408478,50.73837485598782],[72.1366669289591,50.738324083013325],[72.13668826989318,50.73827513425609],[72.13673036485073,50.738231906025696],[72.13678986304127,50.738197839269205],[72.1368620284159,50.73817564567809],[72.13694111665467,50.738167091844566],[72.13702083240067,50.738172858646315],[72.13709483034965,50.73819248705099],[72.13715722031466,50.73822441465358],[72.13720303606932,50.738266100038885],[72.13722863065489,50.738314225071285],[72.1372319666858,50.73836495901177],[72.13721277854332,50.73841426344056],[72.13717259354071,50.73845821371467],[72.13711461036881,50.73849331137284],[72.1370434444913,50.73851676261903],[72.13696476075269,50.73852670071566],[72.136949,50.738526977319026]]]}"
61,64,,,,,,,,,-30.109707611523707,-21.494218724762078,-21.20907409214511,-20.19642550453368,-28.544787361308384,-33.66370908780315,-25.365834285575005,-17.832894466675736,,-18.568505272856708,-19.376036888459982,-19.48896110279694,-18.035405575811613,,,,,,,,,-17.045474805329974,-12.18831626181367,-11.536563918331469,-17.086535456086583,-15.960676562339993,-19.29692101416551,-14.703397720318593,-11.013987090985063,,-11.822232778105281,-13.471611804859096,-14.467004095050418,-12.729705205554362,пшеница,"{""type"":""Polygon"",""coordinates"":[[[72.131972,50.71540497731905],[72.13189260608871,50.71539781419479],[72.13181953200083,50.71537689501298],[72.13175859448053,50.715343884957335],[72.13171464416541,50.715301411650444],[72.13169117947226,50.71525285598811],[72.13169006813192,50.71520208301361],[72.13171139853623,50.71515313425634],[72.13175347272417,50.71510990602587],[72.13181294155851,50.7150758392693],[72.13188507132715,50.71505364567812],[72.13196412054425,50.71504509184458],[72.13204379695901,50.71505085864634],[72.13211775839784,50.71507048705108],[72.1321801175799,50.715102414653735],[72.13222591072912,50.715144100039126],[72.1322514926862,50.71519222507157],[72.1322548270709,50.715242959012066],[72.13223564839554,50.7152922634408],[72.13219548321995,50.715336213714856],[72.13213752865678,50.71537131137295],[72.13206639789242,50.71539476261907],[72.13198775297633,50.715404700715666],[72.131972,50.71540497731905]]]}"
62,65,,,,,,,,,-24.32423770508604,-22.907194298612854,-20.836885824603236,-22.187877391198437,-28.510367326108277,-29.806081904337077,-26.20250105600871,-16.529995035601708,,-16.93334988481746,-20.060957483759896,-20.581142411450898,-17.76368341731454,,,,,,,,,-17.757653647554132,-12.399548764333515,-10.296665893866868,-14.810651024230229,-15.249562367422136,-17.22468271160316,-14.066409434815368,-9.554080690547615,,-12.04491996498641,-15.41245214991465,-16.15442395143642,-13.76257859970519,пшеница,"{""type"":""Polygon"",""coordinates"":[[[72.11913700000001,50.71993897731903],[72.11905759840757,50.71993181419478],[72.11898451724994,50.71991089501296],[72.11892357383414,50.7198778849573],[72.11887961926699,50.71983541165039],[72.11885615230374,50.71978685598804],[72.11885504085592,50.71973608301355],[72.11887637332391,50.71968713425629],[72.11891845158243,50.71964390602583],[72.1189779261702,50.719609839269275],[72.11905006291713,50.71958764567811],[72.11912911978195,50.719579091844565],[72.1192088039051,50.719584858646336],[72.11928277249942,50.71960448705105],[72.11934513771453,50.7196364146537],[72.11939093529412,50.71967810003907],[72.1194165197262,50.719726225071504],[72.11941985443353,50.719776959012],[72.11940067390275,50.71982626344075],[72.11936050484134,50.71987021371481],[72.11930254467124,50.719905311372926],[72.11923140702517,50.71992876261906],[72.11915275450039,50.71993870071566],[72.11913700000001,50.71993897731903]]]}"
63,66,,,,,,,,,-16.78693514643489,-26.732408953142606,-20.798333197241437,-20.679618036997574,-24.099948603159433,-25.193030666087843,-23.79449244738819,-18.940931011654357,,-19.546444125934407,-21.21836922829813,-19.765306439557236,-17.103181474321005,,,,,,,,,-10.683679679206183,-12.384748985817485,-11.9018051340296,-13.705590138898359,-13.988967973787389,-13.026759542669499,-11.414885143856626,-8.960046384045793,,-12.913684868263648,-13.10683887794808,-14.04977414758356,-12.569806615583174,пшеница,"{""type"":""Polygon"",""coordinates"":[[[72.213601,50.726667977319046],[72.21352158700414,50.72666081419477],[72.21344849535085,50.72663989501293],[72.21338754318258,50.72660688495725],[72.21334358230287,50.72656441165032],[72.21332011196945,50.72651585598798],[72.21331900036208,50.72646508301347],[72.21334033589383,50.72641613425622],[72.21338242019549,50.72637290602578],[72.21344190332476,50.72633883926925],[72.21351405043163,50.72631664567812],[72.21359311865024,50.726308091844565],[72.21367281421723,50.72631385864633],[72.21374679343458,50.726333487051036],[72.21380916760633,50.726365414653664],[72.2138549717632,50.726407100039005],[72.21388055986968,50.726455225071426],[72.213883895056,50.72650595901192],[72.21386471177065,50.72655526344069],[72.21382453694034,50.72659921371477],[72.21376656844623,50.7266343113729],[72.21369542058362,50.72665776261905],[72.213616756763,50.72666770071566],[72.213601,50.726667977319046]]]}"
64,67,,,,,,,,,-19.054829881501817,-26.266138859430562,-21.346354560844436,-20.06132521478092,-32.024200935599666,-26.46745658515337,-25.167651322747375,-18.086060319098078,,-19.488645330627303,-19.987623893879324,-22.47899981684582,-16.81205564198702,,,,,,,,,-12.48404513978682,-13.902667917654513,-13.161092322718801,-15.753352631881471,-15.451256499184879,-14.06349816732294,-12.767084182200495,-10.909749731150969,,-13.433380893811526,-14.56805130243063,-16.442704683003633,-12.828169187480711,пшеница,"{""type"":""Polygon"",""coordinates"":[[[72.203519,50.71491597731904],[72.20343960691703,50.714908814194786],[72.20336653359149,50.71488789501297],[72.20330559670695,50.714854884957326],[72.20326164685035,50.71481241165044],[72.203238182402,50.71476385598811],[72.20323707107325,50.71471308301362],[72.20325840125501,50.71466413425634],[72.203300475004,50.714620906025864],[72.20335994321793,50.714586839269295],[72.20343207223404,50.714564645678124],[72.20351112062646,50.714556091844564],[72.20359079620997,50.71456185864634],[72.20366475687716,50.71458148705106],[72.20372711540865,50.71461341465373],[72.20377290808014,50.71465510003912],[72.2037984897703,50.71470322507156],[72.20380182412019,50.71475395901206],[72.20378264564494,50.7148032634408],[72.20374248088837,50.714847213714854],[72.20368452692983,50.714882311372946],[72.20361339690757,50.71490576261906],[72.20353475281198,50.71491570071566],[72.203519,50.71491597731904]]]}"
65,68,,,,,,,,,-18.01420532552579,-18.903117171872537,-18.775440293759967,-16.84864371329451,-23.70985662061186,-25.05883791842781,-25.180068428904868,-15.634987535377663,,-18.74984418622221,-21.55423631188207,-21.822967380380483,-19.102760137079628,,,,,,,,,-9.126928598259965,-9.291875980913447,-7.92236852607788,-10.414137296783279,-13.168250619984287,-17.630930055444615,-14.707731457944877,-8.010927653160339,,-11.514626948216474,-13.69699443015047,-16.77427226476395,-12.353526397444572,пшеница,"{""type"":""Polygon"",""coordinates"":[[[72.19454,50.70263497731904],[72.19446062771202,50.702627814194805],[72.19438757352616,50.70260689501303],[72.1943266526024,50.70257388495742],[72.19428271425724,50.702531411650575],[72.19425925595465,50.70248285598826],[72.19425814491684,50.702432083013775],[72.19427946951164,50.70238313425648],[72.19432153224048,50.70233990602596],[72.19438098487832,50.70230583926935],[72.19445309500229,50.70228364567814],[72.19453212269022,50.70227509184458],[72.19461177740502,50.702280858646354],[72.19468571870031,50.70230048705111],[72.19474806089869,50.702332414653824],[72.19479384157597,50.70237410003924],[72.19481941656562,50.702422225071714],[72.19482275004202,50.70247295901221],[72.19480357658993,50.70252226344094],[72.19476342235338,50.70256621371496],[72.19470548357431,50.702601311373],[72.1946343721827,50.70262476261909],[72.19455574868593,50.70263470071567],[72.19454,50.70263497731904]]]}"
66,69,,,,,,,,,-15.494729089221334,-26.217778158894436,-20.297916747686337,-20.717197831077105,-24.65473637792842,-24.75650848500195,-22.154322304532773,-16.44434258457561,,-17.711342097379035,-19.283587974789715,-22.025945470960416,-19.472414828702647,,,,,,,,,-9.585191791421375,-14.709403295826332,-13.14560389280033,-15.23353743486324,-17.595797381593933,-16.823987252529882,-12.97962532761482,-11.892845718871131,,-13.18547525623583,-12.856979587434246,-14.216732976529233,-11.989755225649441,залежь,"{""type"":""Polygon"",""coordinates"":[[[72.179591,50.700673977319035],[72.17951163103118,50.70066681419479],[72.17943857990026,50.70064589501302],[72.17937766152404,50.70061288495743],[72.17933372501624,50.70057041165058],[72.1793102676946,50.70052185598828],[72.17930915670323,50.70047108301378],[72.17933048040625,50.700422134256485],[72.17937254137615,50.700378906025975],[72.17943199152786,50.70034483926935],[72.17950409863639,50.700322645678135],[72.17958312301964,50.70031409184457],[72.1796627744035,50.700319858646345],[72.1797367126068,50.70033948705112],[72.1797990521982,50.70037141465383],[72.17984483096106,50.70041310003925],[72.17987040488121,50.70046122507173],[72.1798737382182,50.70051195901223],[72.17985456556787,50.70056126344095],[72.17981441301045,50.700605213714965],[72.17975647665422,50.70064031137299],[72.1796853682363,50.70066376261909],[72.17960674802737,50.700673700715654],[72.179591,50.700673977319035]]]}"
67,70,,,,,,,,,-16.136211547646106,-26.23399574999654,-21.20302525590143,-19.10364529921484,-23.73305074340589,-20.575118296402746,-18.613417387817183,-15.870101341819804,,-16.400525374634167,-17.987341642807806,-22.45815918247262,-20.580180473487438,,,,,,,,,-9.65119517703221,-15.28670178433747,-13.730118963073027,-14.346044977767583,-14.241694244538483,-14.637161648489869,-12.165547482581665,-11.288355620159923,,-14.23809069700639,-13.222093978233497,-14.916148444646948,-11.86244910571382,залежь,"{""type"":""Polygon"",""coordinates"":[[[72.173992,50.69601797731904],[72.17391263891034,50.6960108141948],[72.17383959503138,50.69598989501304],[72.17377868270268,50.69595688495746],[72.1737347505565,50.695914411650634],[72.17371129556346,50.69586585598834],[72.17371018468235,50.69581508301384],[72.17373150626851,50.69576613425653],[72.17377356306288,50.695722906026],[72.17383300731287,50.695688839269366],[72.1739051072632,50.69566664567814],[72.17398412380159,50.69565809184457],[72.17406376727835,50.69566385864635],[72.1741376981417,50.69568348705113],[72.17420003154454,50.695715414653854],[72.17424580576282,50.6957571000393],[72.17427137714417,50.69580522507179],[72.1742747101502,50.69585595901229],[72.17425553940312,50.695905263441],[72.1742153908317,50.695949213715],[72.17415746022694,50.69598431137302],[72.17408635886812,50.69600776261909],[72.17400774646401,50.69601770071566],[72.173992,50.69601797731904]]]}"
68,71,,,,,,,,,-17.725193379786067,-22.69258788104255,-20.395429317181858,-22.87440499863304,-23.1441623235282,-28.047481016609993,-23.615154555430422,-16.228674190303384,,-22.249638413849723,-20.8500821182903,-22.301843642045892,-18.67257455267464,,,,,,,,,-7.4703037192265445,-10.873067252742596,-7.3942966882984456,-12.27844072226137,-12.251019224000814,-13.908676105566295,-12.614248286040063,-6.02509607588902,,-12.441486001395567,-13.986220156613248,-14.716311682717864,-13.499463427942777,пшеница,"{""type"":""Polygon"",""coordinates"":[[[72.168739,50.691760977319035],[72.16865964611246,50.6917538141948],[72.16858660886233,50.69173289501305],[72.16852570206146,50.69169988495748],[72.16848177390217,50.691657411650674],[72.16845832103766,50.691608855988385],[72.16845721025729,50.69155808301389],[72.16847852990846,50.691509134256584],[72.16852058288613,50.691465906026025],[72.1685800217415,50.69143183926938],[72.16865211514876,50.69140964567814],[72.16873112451636,50.69140109184457],[72.16881076076547,50.69140685864635],[72.16888468491955,50.69142648705113],[72.1689470126656,50.69145841465389],[72.16899278272983,50.69150010003934],[72.1690183517905,50.691548225071834],[72.16902168449403,50.69159895901234],[72.16900251548665,50.691648263441046],[72.16896237055872,50.69169221371503],[72.16890444521121,50.691727311373036],[72.16883335030494,50.69175076261909],[72.168754745035,50.691760700715655],[72.168739,50.691760977319035]]]}"
69,72,,,,,,,,,-18.829574473010343,-22.462791391845986,-20.810575139477326,-19.765282586178248,-24.114083189763424,-26.43813381511119,-22.021864392034395,-18.76725107868123,,-17.610950895877952,-18.409594885006843,-19.288615039209326,-19.95960064928173,,,,,,,,,-11.254485678639467,-12.028115780107461,-8.497167798139587,-10.78579406182336,-13.205537770888741,-15.221157085969313,-12.215863903546003,-10.454790809716641,,-11.949089282571396,-12.785744651060275,-17.127095090721767,-14.33990340557467,пшеница,"{""type"":""Polygon"",""coordinates"":[[[72.168031,50.67925197731904],[72.16795166726548,50.679244814194824],[72.16787864948454,50.679223895013095],[72.16781775891924,50.67919088495757],[72.16777384246956,50.6791484116508],[72.16775039585663,50.67909985598854],[72.16774928537224,50.67904908301404],[72.16777059934022,50.67900013425671],[72.16781264110803,50.67895690602613],[72.16787206411917,50.67892283926943],[72.16794413830897,50.67890064567816],[72.16802312661568,50.67889209184457],[72.16810274163674,50.678897858646366],[72.16817664608541,50.67891748705118],[72.16823895721714,50.67894941465397],[72.16828471508067,50.67899110003947],[72.16831027732545,50.67903922507199],[72.16831360914045,50.67908995901249],[72.16829444524275,50.67913926344119],[72.16825431101594,50.679183213715135],[72.16819640110924,50.679218311373084],[72.16812532515438,50.67924176261912],[72.16804674083791,50.67925170071567],[72.168031,50.67925197731904]]]}"
70,73,,,,,,,,,-19.18626056849335,-23.47279941433415,-20.567832801852493,-20.339623937247364,-26.175468619575284,-23.324407775208957,-22.88043332271988,-14.752842470656997,,-18.162228544138863,-18.32337752971634,-20.694949116052967,-16.568823127624217,,,,,,,,,-12.4767061199488,-13.691342944609419,-11.393114058227658,-13.125367208203986,-12.081594945720989,-13.04801757849974,-11.603413280718023,-7.665518246178828,,-13.096813335357519,-14.421563303556646,-17.20758682972159,-14.083330099928736,пшеница,"{""type"":""Polygon"",""coordinates"":[[[72.147461,50.66278697731904],[72.14738169508526,50.66277981419483],[72.14730870290957,50.662758895013155],[72.14724783369678,50.66272588495768],[72.1472039326472,50.66268341165096],[72.14718049425615,50.662634855988735],[72.14717938416099,50.66258408301425],[72.14720069065466,50.662535134256885],[72.14724271767959,50.66249190602624],[72.1473021198529,50.6624578392695],[72.14737416876856,50.66243564567818],[72.14745312937661,50.66242709184457],[72.14753271647928,50.662432858646376],[72.14760659501202,50.66245248705124],[72.14766888429315,50.66248441465408],[72.14771462611073,50.66252610003962],[72.14774017939143,50.662574225072184],[72.14774351003791,50.66262495901269],[72.14772435286024,50.66267426344135],[72.1476842327072,50.662718213715245],[72.14762634310777,50.66275331137316],[72.14755529207721,50.66277676261914],[72.14747673531805,50.662786700715664],[72.147461,50.66278697731904]]]}"
71,74,,,,,,,,,-18.31036396964277,-21.8002259447325,-19.74861410043413,-20.006341919148095,-26.373058522252634,-27.99364270828516,-23.397447407293292,-16.445005836341977,,-18.15653014697617,-20.887137902821667,-22.000144272780627,-17.791650507566363,,,,,,,,,-7.970347491099682,-12.553987559845313,-10.02043345125078,-11.77345096493225,-13.601510303864758,-13.938218599314887,-11.311364074214568,-6.975161658297723,,-11.354236180643195,-12.873169880690908,-15.955248543779728,-12.999678949657962,пшеница,"{""type"":""Polygon"",""coordinates"":[[[72.17024,50.655591977319034],[72.17016070723396,50.65558481419483],[72.17008772623991,50.65556389501318],[72.17002686635165,50.65553088495774],[72.16998297202719,50.655488411651035],[72.16995953722656,50.65543985598882],[72.16995842730138,50.65538908301433],[72.16997973053107,50.65534013425695],[72.1700217511179,50.65529690602629],[72.17008114419144,50.65526283926951],[72.17015318207007,50.65524064567819],[72.17023213058229,50.65523209184457],[72.17031170549318,50.65523785864638],[72.17038557270858,50.65525748705125],[72.17044785244772,50.655289414654135],[72.17049358725812,50.655331100039696],[72.17051913662429,50.65537922507227],[72.17052246676046,50.65542995901278],[72.1705033125174,50.65547926344143],[72.17046319851029,50.655523213715306],[72.17040531777891,50.655558311373184],[72.17033427763262,50.655581762619136],[72.17025573290756,50.655591700715654],[72.17024,50.655591977319034]]]}"
72,75,,,,,,,,,-14.949280387697234,-19.94488408574561,-17.204111455515033,-18.782619775495377,-23.427973739450454,-27.66824952572601,-25.45511554344236,-17.106158718808732,,-18.699446536376076,-20.256838919754344,-21.125420012176214,-18.590495427957055,,,,,,,,,-9.90548834993891,-10.205543983770067,-9.105599621293358,-9.493796316503502,-11.209210895202611,-16.156431876597253,-13.495399972203485,-6.7716713607299335,,-10.117517371207171,-14.0078514067148,-14.804814448306193,-12.684966714052447,пшеница,"{""type"":""Polygon"",""coordinates"":[[[72.175808,50.652225977319034],[72.17572871291573,50.65221881419484],[72.17565573715115,50.652197895013195],[72.1755948816238,50.652164884957756],[72.17555099044458,50.65212241165107],[72.17552755732315,50.65207385598887],[72.17552644747747,50.65202308301437],[72.17554774918062,50.65197413425699],[72.17558976675646,50.65193090602632],[72.17564915557419,50.65189683926953],[72.17572118829096,50.65187464567819],[72.17580013114618,50.65186609184456],[72.17587970035514,50.65187185864638],[72.17595356227763,50.651891487051266],[72.1760158375541,50.65192341465415],[72.17606156908735,50.65196510003973],[72.17608711662275,50.65201322507231],[72.17609044652028,50.65206395901283],[72.17607129364967,50.65211326344147],[72.17603118251691,50.652157213715334],[72.17597330593298,50.65219231137319],[72.1759022708771,50.65221576261916],[72.1758237317802,50.65222570071566],[72.175808,50.652225977319034]]]}"
73,76,,,,,,,,,-21.18466670986939,-24.47797406992403,-21.349221979604152,-21.59752803704873,-27.032383368140174,-24.426774758998985,-24.4450549553128,-16.159034738536835,,-18.860389777728436,-18.159464146889764,-19.353906134613418,-19.354326030436823,,,,,,,,,-13.258782384301222,-14.306090543290127,-10.770186979262553,-12.09552963978288,-13.452779545682946,-11.948865990598694,-9.758161775687372,-5.707593927951586,,-9.888353612031143,-14.175626677734664,-16.865598106803724,-13.421923415654184,пшеница,"{""type"":""Polygon"",""coordinates"":[[[72.18190199999998,50.65723097731904],[72.18182270446694,50.657223814194836],[72.18174972092615,50.657202895013185],[72.18168885891411,50.65716988495773],[72.18164496305793,50.65712741165103],[72.18162152743955,50.65707885598881],[72.18162041747564,50.657028083014325],[72.18164172144874,50.65697913425694],[72.18168374350194,50.6569359060263],[72.18174313864805,50.65690183926952],[72.18181517904048,50.656879645678195],[72.18189413030768,50.65687109184458],[72.18197370799535,50.656876858646385],[72.18204757778841,50.65689648705126],[72.18210985970084,50.656928414654125],[72.18215559610721,50.656970100039686],[72.18218114636497,50.65701822507225],[72.18218447661737,50.65706895901277],[72.18216532170591,50.65711826344142],[72.18212520629899,50.6571622137153],[72.18206732354781,50.65719731137319],[72.1819962809225,50.65722076261915],[72.18191773345656,50.65723070071567],[72.18190199999998,50.65723097731904]]]}"
74,77,,,,,,,,,-20.003927736360502,-26.71922537853021,-21.10950460554051,-20.702915361302626,-30.488650116662175,-30.36601826669502,-25.187323396214957,-16.854398087504006,,-18.329261895682418,-19.607291799770604,-19.235145695419664,-17.467288840944093,,,,,,,,,-13.187643291329278,-12.490782319891819,-10.401047409807902,-16.818032848961277,-15.688391794902007,-17.370277332349374,-15.034987756354369,-8.311232150613655,,-11.859762247243026,-14.16348778798822,-16.336129921664007,-13.64084364437185,пшеница,"{""type"":""Polygon"",""coordinates"":[[[72.185066,50.64933797731904],[72.18498671778977,50.64933081419485],[72.18491374651124,50.649309895013204],[72.18485289472488,50.64927688495778],[72.18480900624375,50.64923441165111],[72.18478557456281,50.6491858559889],[72.1847844647853,50.649135083014414],[72.18480576517896,50.649086134257026],[72.18484778017185,50.649042906026345],[72.18490716533877,50.64900883926955],[72.18497919362751,50.6489866456782],[72.1850581316299,50.64897809184457],[72.18513769594753,50.648983858646396],[72.18521155332952,50.64900348705128],[72.18527382477778,50.64903541465417],[72.18531955349977,50.64907710003976],[72.18534509946467,50.649125225072346],[72.18534842915746,50.64917595901286],[72.1853292774642,50.6492252634415],[72.18528916879718,50.64926921371536],[72.18523129577109,50.64930431137322],[72.18516026508196,50.64932776261916],[72.18508173081312,50.64933770071566],[72.185066,50.64933797731904]]]}"
75,78,,,,,,,,,-21.864056186984335,-22.564951982500077,-22.606518093208855,-25.611914719775918,-26.1115436694789,-25.166677179604893,-23.24461552169456,-18.922040030761668,,-22.903772627039356,-22.66561342299139,-23.47845083528639,-22.484851010044135,,,,,,,,,-14.310179049229816,-14.398734413395143,-13.371241043865787,-16.103642858019178,-15.747585190624754,-16.558544264180387,-14.652485013888331,-12.24551779332691,,-15.226566223535821,-13.137309520122319,-14.116558439596949,-12.759232364426923,пар идёт обработка,"{""type"":""Polygon"",""coordinates"":[[[72.18886799999999,50.65213697731905],[72.18878871306593,50.65212981419485],[72.18871573743962,50.65210889501321],[72.18865488202758,50.65207588495777],[72.18861099093151,50.65203341165108],[72.18858755785448,50.65198485598888],[72.18858644801088,50.65193408301438],[72.18860774967368,50.651885134257],[72.18864976716992,50.651841906026334],[72.18870915587515,50.65180783926954],[72.18878118845544,50.651785645678196],[72.18886013116108,50.65177709184457],[72.1889397002193,50.6517828586464],[72.18901356200185,50.65180248705128],[72.18907583716033,50.65183441465416],[72.18912156860695,50.65187610003974],[72.18914711609396,50.65192422507232],[72.18915044598516,50.65197495901284],[72.18913129315085,50.65202426344148],[72.18909118209407,50.65206821371534],[72.1890333056198,50.65210331137321],[72.1889622706985,50.65212676261917],[72.18888373175041,50.652136700715666],[72.18886799999999,50.65213697731905]]]}"
76,79,,,,,,,,,-28.546993595735504,-19.69723392273328,-19.02275384907922,-18.481751263105803,-26.89137341287804,-30.40859858895609,-23.489381236032592,-18.29736334545248,,-19.534961414967714,-19.956289008203044,-21.221300683072176,-21.244004078175063,,,,,,,,,-14.807749164293154,-9.978370145432006,-8.931175398172153,-8.234997994482718,-17.685300609769765,-18.718269192224227,-11.536878137353474,-8.579155474333934,,-12.7171737041867,-14.52413911691435,-16.85671077579994,-15.174617080405678,пшеница,"{""type"":""Polygon"",""coordinates"":[[[72.19602,50.648434977319035],[72.19594071931357,50.64842781419485],[72.19586774943758,50.64840689501322],[72.19580689882078,50.64837388495779],[72.19576301118319,50.648331411651114],[72.19573957995259,50.64828285598891],[72.19573847019642,50.64823208301442],[72.19575977018067,50.64818313425704],[72.19580178436601,50.64813990602635],[72.19586116839156,50.64810583926955],[72.19593319529592,50.6480836456782],[72.19601213178113,50.648075091844575],[72.19609169456955,50.64808085864639],[72.196165550532,50.64810048705128],[72.19622782078339,50.64813241465418],[72.19627354862648,50.64817410003977],[72.19629909410038,50.64822222507236],[72.19630242372915,50.648272959012864],[72.196283272404,50.648322263441514],[72.19624316450785,50.648366213715356],[72.19618529259408,50.64840131137322],[72.19611426327018,50.64842476261916],[72.19603573051077,50.64843470071567],[72.19602,50.648434977319035]]]}"
